2010-03-11T14:39:43.950Z,-34.29,-71.891,11,6.9,mwc,Libertador General Bernardo O'Higgins Chile
2010-03-11T14:55:27.510Z,-34.326,-71.799,18,7,mwc,Libertador General Bernardo O'Higgins Chile
2010-03-11T15:06:02.130Z,-34.47,-72.004,31.5,6,mb,Libertador General Bernardo O'Higgins Chile
2010-03-14T00:57:44.700Z,-1.692,128.135,53,6.4,mwb,Kepulauan Obi Indonesia
2010-03-14T08:08:03.960Z,37.745,141.59,32,6.5,mwc,near the east coast of Honshu Japan
2010-03-15T11:08:28.960Z,-35.802,-73.158,14,6.2,mwc,offshore Maule Chile
2010-03-16T02:21:57.940Z,-36.217,-73.257,18,6.7,mwc,offshore Bio-Bio Chile
2010-03-20T14:00:49.980Z,-3.361,152.245,414.6,6.6,mwc,New Ireland region Papua New Guinea
2010-03-25T05:29:24.720Z,13.827,120.071,16,6,mwc,Mindoro Philippines
2010-03-26T14:52:07.230Z,-27.953,-70.821,42,6.3,mwb,Atacama Chile
2010-03-28T21:38:28.000Z,-35.387,-73.385,29.9,6,mwb,offshore Maule Chile
2010-03-30T16:54:46.730Z,13.667,92.831,34,6.6,mwc,Andaman Islands India region
2010-04-02T22:58:07.560Z,-36.227,-72.878,24,6,mwc,offshore Bio-Bio Chile
2010-04-04T22:40:43.100Z,32.297,-115.278,4,7.2,mwc,Baja California Mexico
2010-04-05T10:05:44.630Z,-0.183,125.009,25,6.2,mww,Molucca Sea
2010-04-06T22:15:01.580Z,2.383,97.048,31,7.8,mwc,northern Sumatra Indonesia
2010-04-07T14:33:01.930Z,-3.76,141.943,23,6,mwc,New Guinea Papua New Guinea
2010-04-10T16:54:24.250Z,-20.114,-176.223,273.2,6,mwb,Fiji region
2010-04-11T09:40:25.600Z,-10.878,161.116,21,6.9,mwc,Solomon Islands
2010-04-11T22:08:12.790Z,36.965,-3.542,609.8,6.3,mwc,Strait of Gibraltar
2010-04-13T23:49:38.330Z,33.165,96.548,17,6.9,mwc,southern Qinghai China
2010-04-14T01:25:15.580Z,33.195,96.449,7.6,6.1,mwc,southern Qinghai China
2010-04-17T23:15:22.020Z,-6.669,147.291,53,6.2,mwc,eastern New Guinea region Papua New Guinea
2010-04-21T17:20:29.110Z,-15.271,-173.219,35,6.1,mwc,Tonga
2010-04-23T10:03:06.180Z,-37.529,-72.969,32,6,mwc,Bio-Bio Chile
2010-04-24T07:41:00.410Z,-1.912,128.122,27,6,mwc,Kepulauan Obi Indonesia
2010-04-26T02:59:52.150Z,22.18,123.623,22,6.5,mwc,southeast of Taiwan
2010-04-30T23:11:43.100Z,60.473,-177.877,12,6.5,mwc,Bering Sea
2010-04-30T23:16:28.640Z,60.478,-177.65,14.9,6.3,mwc,Bering Sea
2010-05-03T10:27:45.090Z,29.645,140.951,84,6.1,mwc,Izu Islands Japan region
2010-05-03T23:09:44.790Z,-38.072,-73.454,19,6.3,mwc,Bio-Bio Chile
2010-05-05T16:29:03.210Z,-4.054,101.096,27,6.5,mwc,southern Sumatra Indonesia
2010-05-06T02:42:47.940Z,-18.058,-70.547,37,6.2,mwc,near the coast of Tarapaca Chile
2010-05-09T05:59:41.620Z,3.748,96.018,38,7.2,mwc,northern Sumatra Indonesia
2010-05-19T04:15:43.230Z,-5.083,-77.541,132,6,mwb,northern Peru
2010-05-19T10:30:10.400Z,-54.8,-135.252,10,6,mwc,Pacific-Antarctic Ridge
2010-05-19T10:51:03.080Z,-54.843,-135.398,10,6,mwc,Pacific-Antarctic Ridge
2010-05-23T22:46:52.050Z,-13.928,-74.352,101.4,6.1,mwc,central Peru
2010-05-24T16:18:29.090Z,-8.087,-71.558,581.2,6.5,mwc,Acre Brazil
2010-05-25T10:09:05.780Z,35.336,-35.924,10,6.3,mwc,northern Mid-Atlantic Ridge
2010-05-26T08:53:08.030Z,25.773,129.944,10,6.5,mwc,southeast of the Ryukyu Islands Japan
2010-05-27T17:14:46.570Z,-13.698,166.643,31,7.2,mwc,Vanuatu
2010-05-27T20:48:00.440Z,-13.658,166.745,35,6.1,mwc,Vanuatu
2010-05-31T10:16:00.230Z,6.948,124.025,20,6,mwc,Mindanao Philippines
2010-05-31T19:51:45.870Z,11.132,93.471,112,6.5,mwc,Andaman Islands India region
2010-06-01T03:26:15.760Z,9.331,-84.206,18,6,mwc,Costa Rica
2010-06-09T23:23:17.350Z,-18.597,169.485,12,6,mwb,Vanuatu
2010-06-12T19:26:50.460Z,7.881,91.936,35,7.5,mwc,Nicobar Islands India region
2010-06-16T03:06:02.420Z,-2.386,136.635,13,6.2,mwb,near the north coast of Papua Indonesia
2010-06-16T03:16:27.550Z,-2.174,136.543,18,7,mwc,near the north coast of Papua Indonesia
2010-06-16T03:58:08.480Z,-2.329,136.484,10.5,6.6,mwc,near the north coast of Papua Indonesia
2010-06-17T13:06:46.590Z,-33.168,179.719,170.4,6,mwb,south of the Kermadec Islands
2010-06-18T02:23:05.580Z,44.448,148.689,28,6.2,mwc,Kuril Islands
2010-06-24T05:32:27.400Z,-5.514,151.161,40,6.1,mwb,New Britain region Papua New Guinea
2010-06-26T05:30:19.490Z,-10.627,161.447,35,6.7,mwc,Solomon Islands
2010-06-30T04:31:02.160Z,-23.307,179.116,581.4,6.4,mwb,south of the Fiji Islands
2010-06-30T07:22:27.690Z,16.396,-97.782,20,6.3,mwc,Oaxaca Mexico
2010-07-02T06:04:03.130Z,-13.643,166.485,29,6.3,mwc,Vanuatu
2010-07-04T21:55:51.980Z,39.697,142.369,27,6.3,mwc,near the east coast of Honshu Japan
2010-07-10T11:43:32.790Z,11.143,145.999,13,6.3,mwc,south of the Mariana Islands
2010-07-12T00:11:21.250Z,-22.146,-68.216,115,6.3,mwb,Antofagasta Chile
2010-07-14T08:32:21.490Z,-38.067,-73.31,22,6.6,mwc,Bio-Bio Chile
2010-07-18T05:56:44.930Z,52.876,-169.848,14,6.7,mwc,Fox Islands Aleutian Islands Alaska
2010-07-18T13:04:09.410Z,-5.966,150.428,28,6.9,mwc,New Britain region Papua New Guinea
2010-07-18T13:34:59.360Z,-5.931,150.59,35,7.3,mwc,New Britain region Papua New Guinea
2010-07-18T19:48:04.540Z,52.815,-169.719,10,6,mwb,Fox Islands Aleutian Islands Alaska
2010-07-20T19:18:20.370Z,-5.902,150.712,24,6.3,mwc,New Britain region Papua New Guinea
2010-07-21T09:16:04.420Z,3.039,128.222,100,6.1,mwc,north of Halmahera Indonesia
2010-07-22T05:03:56.440Z,-15.132,168.162,6,6.1,mwc,Vanuatu
2010-07-23T22:08:11.250Z,6.718,123.409,607.1,7.3,mwc,Moro Gulf Mindanao Philippines
2010-07-23T22:51:11.840Z,6.497,123.48,578,7.6,mwc,Moro Gulf Mindanao Philippines
2010-07-23T23:15:10.190Z,6.776,123.259,640.6,7.5,mwc,Moro Gulf Mindanao Philippines
2010-07-24T05:35:01.060Z,6.218,123.519,553,6.6,mwc,Moro Gulf Mindanao Philippines
2010-07-29T07:31:56.240Z,6.548,123.222,618,6.6,mwc,Moro Gulf Mindanao Philippines
2010-07-30T03:56:13.710Z,52.498,159.843,23,6.3,mwc,off the east coast of the Kamchatka Peninsula Russia
2010-08-03T12:08:25.950Z,1.239,126.213,41,6.3,mwc,Molucca Sea
2010-08-04T04:46:20.380Z,-26.916,-177.245,19,6,mwc,south of the Fiji Islands
2010-08-04T07:15:33.510Z,-5.486,146.822,220,6.5,mwc,eastern New Guinea region Papua New Guinea
2010-08-04T12:58:24.200Z,51.423,-178.649,27,6.4,mwc,Andreanof Islands Aleutian Islands Alaska
2010-08-04T22:01:43.620Z,-5.746,150.765,44,7,mww,New Britain region Papua New Guinea
2010-08-04T23:48:02.070Z,45.98,153.175,27.8,6,mwc,east of the Kuril Islands
2010-08-10T05:23:44.980Z,-17.541,168.069,25,7.3,mwc,Vanuatu
2010-08-12T11:54:15.580Z,-1.266,-77.306,206.7,7.1,mwc,Ecuador
2010-08-13T21:19:34.090Z,12.487,141.474,16,6.9,mwc,Mariana Islands region
2010-08-14T07:30:16.940Z,12.348,141.487,10,6.2,mwc,Mariana Islands region
2010-08-14T23:01:04.090Z,12.273,141.429,13,6.6,mwc,Mariana Islands region
2010-08-15T15:09:29.240Z,-5.692,148.342,174.7,6.3,mwb,New Britain region Papua New Guinea
2010-08-16T03:30:53.310Z,-17.759,65.647,9.8,6.3,mwc,Mauritius - Reunion region
2010-08-16T19:35:49.000Z,-20.799,-178.826,603.2,6.2,mwb,Fiji region
2010-08-18T16:28:15.440Z,12.234,141.514,10,6.3,mwc,Mariana Islands region
2010-08-20T17:56:14.150Z,-6.57,154.246,19,6.1,mwc,Bougainville region Papua New Guinea
2010-08-24T02:11:59.090Z,18.795,-107.193,10,6.2,mwc,off the coast of Jalisco Mexico
2010-09-03T11:16:06.600Z,51.451,-175.87,23.5,6.5,mwc,Andreanof Islands Aleutian Islands Alaska
2010-09-03T16:35:47.770Z,-43.522,171.83,12,7,mwc,South Island of New Zealand
2010-09-04T08:52:04.100Z,-17.368,-173.999,69,6.1,mwb,Tonga
2010-09-07T16:13:32.060Z,-15.879,-179.306,9,6.3,mwc,Fiji region
2010-09-08T11:37:31.890Z,-20.671,169.818,10,6.3,mwc,Vanuatu
2010-09-09T07:28:01.720Z,-37.034,-73.412,16,6.2,mwb,offshore Bio-Bio Chile
2010-09-17T19:21:15.010Z,36.443,70.774,220.1,6.3,mwb,Hindu Kush region Afghanistan
2010-09-26T12:12:41.710Z,-5.314,133.917,30,6,mwc,Kepulauan Kai Indonesia
2010-09-29T17:10:51.080Z,-4.909,133.712,10,6.2,mb,near the south coast of Papua Indonesia
2010-09-29T17:11:25.940Z,-4.963,133.76,26,7,mwc,near the south coast of Papua Indonesia
2010-10-04T13:28:38.860Z,24.27,125.154,32,6.3,mwb,southwestern Ryukyu Islands Japan
2010-10-08T03:26:13.710Z,51.374,-175.361,19,6.4,mwc,Andreanof Islands Aleutian Islands Alaska
2010-10-08T03:49:10.720Z,51.287,-175.18,27.7,6,mwc,Andreanof Islands Aleutian Islands Alaska
2010-10-08T05:43:08.070Z,2.831,128.217,120,6.2,mwc,Halmahera Indonesia
2010-10-21T17:53:13.570Z,24.696,-109.156,13,6.7,mwc,Gulf of California
2010-10-25T14:42:22.460Z,-3.487,100.082,20.1,7.8,mwc,Kepulauan Mentawai region Indonesia
2010-10-25T19:37:31.150Z,-2.958,100.372,26,6.3,mwc,Kepulauan Mentawai region Indonesia
2010-10-30T15:18:33.070Z,-56.586,-142.292,10,6.4,mwc,Pacific-Antarctic Ridge
2010-11-03T11:18:15.570Z,-4.617,134.071,10,6,mwc,near the south coast of Papua Indonesia
2010-11-03T23:34:42.480Z,-20.466,-174.28,18,6.1,mwc,Tonga
2010-11-10T04:05:24.410Z,-45.464,96.394,10,6.5,mwc,southeast Indian Ridge
2010-11-21T04:36:31.440Z,-54.967,-131.479,10,6,mwc,Pacific-Antarctic Ridge
2010-11-23T09:01:06.860Z,-5.959,148.966,68,6.1,mwc,New Britain region Papua New Guinea
2010-11-30T03:24:40.180Z,28.349,139.187,470,6.8,mwc,Bonin Islands Japan region
2010-12-01T16:01:27.440Z,-15.888,-178.956,15.2,6.1,mwc,Fiji region
2010-12-02T03:12:09.820Z,-6.001,149.977,33,6.6,mwb,New Britain region Papua New Guinea
2010-12-08T05:24:35.260Z,-56.412,-25.741,29.4,6.3,mwc,South Sandwich Islands region
2010-12-13T01:14:42.320Z,-6.534,155.647,135.8,6.2,mwc,Bougainville region Papua New Guinea
2010-12-15T11:29:30.840Z,-7.268,128.786,134.9,6,mwc,Kepulauan Barat Daya Indonesia
2010-12-20T18:41:59.200Z,28.412,59.18,12,6.7,mwc,southeastern Iran
2010-12-21T17:19:40.660Z,26.901,143.698,14,7.4,mwc,Bonin Islands Japan region
2010-12-22T21:49:40.080Z,26.81,143.595,18,6.4,mwc,Bonin Islands Japan region
2010-12-23T14:00:32.330Z,53.127,171.161,18,6.4,mwc,Near Islands Aleutian Islands Alaska
2010-12-25T13:16:37.000Z,-19.702,167.947,16,7.3,mwc,Vanuatu region
2010-12-26T02:13:37.680Z,-19.616,168.284,13,6,mwb,Vanuatu
2010-12-28T08:34:17.550Z,-23.407,-179.802,551,6.3,mwc,south of the Fiji Islands
2010-12-29T06:54:19.640Z,-19.661,168.14,16,6.4,mwc,Vanuatu
2011-01-01T09:56:58.120Z,-26.803,-63.136,576.8,7,mww,Santiago Del Estero Argentina
2011-01-02T20:20:17.780Z,-38.355,-73.326,24,7.2,mww,Araucania Chile
2011-01-05T06:46:14.630Z,-22.26,171.631,112.2,6.1,mww,southeast of the Loyalty Islands
2011-01-09T10:03:43.990Z,-19.155,168.312,22,6.5,mww,Vanuatu
2011-01-09T17:21:51.650Z,-19.201,168.155,18,6.1,mww,Vanuatu
2011-01-12T21:32:53.860Z,26.973,139.882,512,6.4,mww,Bonin Islands Japan region
2011-01-13T16:16:41.540Z,-20.628,168.471,9,7,mww,Loyalty Islands New Caledonia
2011-01-17T19:20:57.210Z,-5.03,102.647,36,6,mww,southern Sumatra Indonesia
2011-01-18T20:23:23.480Z,28.777,63.951,68,7.2,mww,southwestern Pakistan
2011-01-24T02:45:31.520Z,38.413,72.791,110,6,mww,Tajikistan
2011-01-26T15:42:29.590Z,2.205,96.829,23,6.1,mww,Simeulue Indonesia
2011-01-27T08:38:28.340Z,28.195,59.015,10,6.2,mww,southeastern Iran
2011-01-29T06:55:27.520Z,70.931,-6.657,15,6.2,mwc,Jan Mayen Island region
2011-01-31T06:03:27.300Z,-22.009,-175.622,76,6,mww,Tonga region
2011-02-04T13:53:46.260Z,24.618,94.68,85,6.2,mww,Myanmar-India border region
2011-02-07T19:53:42.910Z,-7.154,155.184,415,6.4,mww,Solomon Islands
2011-02-10T14:39:27.710Z,4.195,122.974,523.2,6.5,mww,Celebes Sea
2011-02-10T14:41:58.820Z,4.077,123.039,525,6.6,mwb,Celebes Sea
2011-02-11T20:05:30.910Z,-36.422,-72.96,26,6.9,mww,offshore Bio-Bio Chile
2011-02-12T01:17:01.410Z,-37.027,-72.954,16,6.1,mwb,Bio-Bio Chile
2011-02-12T17:57:56.130Z,-20.879,-175.672,85,6.1,mww,Tonga
2011-02-13T10:35:06.740Z,-36.649,-73.176,17,6,mwc,offshore Bio-Bio Chile
2011-02-14T03:40:09.920Z,-35.38,-72.834,21,6.7,mww,offshore Maule Chile
2011-02-15T13:33:53.180Z,-2.497,121.483,16.2,6.1,mww,Sulawesi Indonesia
2011-02-20T21:43:24.150Z,55.918,162.117,33,6.1,mww,near the east coast of the Kamchatka Peninsula Russia
2011-02-21T10:57:52.410Z,-26.142,178.394,558.1,6.5,mww,south of the Fiji Islands
2011-02-21T23:51:42.350Z,-43.583,172.68,5.9,6.1,mww,South Island of New Zealand
2011-03-01T00:53:46.340Z,-29.701,-111.981,10,6,mww,Easter Island region
2011-03-06T12:31:59.780Z,-18.021,-69.362,118,6.3,mww,Tarapaca Chile
2011-03-06T14:32:36.080Z,-56.422,-27.063,87.7,6.5,mww,South Sandwich Islands region
2011-03-07T00:09:36.450Z,-10.349,160.766,22,6.3,mww,Solomon Islands
2011-03-09T02:45:20.330Z,38.435,142.842,32,7.3,mww,near the east coast of Honshu Japan
2011-03-09T18:16:16.440Z,38.315,142.434,22,6,mww,near the east coast of Honshu Japan
2011-03-09T21:22:17.580Z,38.345,142.648,23,6,mwc,near the east coast of Honshu Japan
2011-03-09T21:24:01.680Z,38.296,142.808,15,6.5,mwc,near the east coast of Honshu Japan
2011-03-09T21:24:49.760Z,-5.985,149.777,29,6.4,mww,New Britain region Papua New Guinea
2011-03-10T17:08:36.860Z,-6.873,116.72,510.6,6.5,mww,Bali Sea
2011-03-11T05:46:24.120Z,38.297,142.373,29,9,mww,near the east coast of Honshu Japan
2011-03-11T05:54:31.940Z,37.712,141.184,32.3,6.3,mb,near the east coast of Honshu Japan
2011-03-11T05:55:45.480Z,37.359,143.351,35,6.4,mb,off the east coast of Honshu Japan
2011-03-11T05:58:07.490Z,37.623,142.155,50.7,6.3,mb,off the east coast of Honshu Japan
2011-03-11T06:00:39.300Z,38.095,142.492,40.6,6.2,mb,near the east coast of Honshu Japan
2011-03-11T06:06:13.170Z,39.003,142.29,42.7,6.3,mb,near the east coast of Honshu Japan
2011-03-11T06:07:20.880Z,36.419,141.876,32.3,6.4,mb,near the east coast of Honshu Japan
2011-03-11T06:08:29.660Z,38.969,143.37,2.8,6.7,mb,off the east coast of Honshu Japan
2011-03-11T06:12:36.360Z,37.788,144.233,25.4,6.2,mb,off the east coast of Honshu Japan
2011-03-11T06:13:01.040Z,37.211,141.601,40.1,6.2,mb,near the east coast of Honshu Japan
2011-03-11T06:15:23.120Z,37.93,143.802,35,6.3,mb,off the east coast of Honshu Japan
2011-03-11T06:15:40.280Z,36.281,141.111,42.6,7.9,mwc,near the east coast of Honshu Japan
2011-03-11T06:18:49.510Z,36.023,142.269,16,6.6,mb,off the east coast of Honshu Japan
2011-03-11T06:20:04.110Z,36.004,142.067,49.3,6.5,mb,off the east coast of Honshu Japan
2011-03-11T06:21:32.700Z,38.29,142.813,51.7,6.2,mb,near the east coast of Honshu Japan
2011-03-11T06:23:09.480Z,39.03,142.284,56.3,6.2,mb,near the east coast of Honshu Japan
2011-03-11T06:25:50.300Z,38.058,144.59,18.6,7.7,mwc,off the east coast of Honshu Japan
2011-03-11T06:29:15.990Z,37.812,144.233,40.6,6.1,mb,off the east coast of Honshu Japan
2011-03-11T06:48:45.590Z,37.961,142.724,11.7,6.2,mb,off the east coast of Honshu Japan
2011-03-11T06:49:16.610Z,37.337,144.237,47.3,6.1,mb,off the east coast of Honshu Japan
2011-03-11T06:57:16.510Z,35.712,140.875,47.5,6,mb,near the east coast of Honshu Japan
2011-03-11T06:59:00.270Z,37.357,144.725,35.9,6.3,mb,off the east coast of Honshu Japan
2011-03-11T07:14:58.820Z,36.586,141.823,24.7,6.3,mb,near the east coast of Honshu Japan
2011-03-11T07:25:36.460Z,37.934,144.529,39.5,6.1,mb,off the east coast of Honshu Japan
2011-03-11T07:28:12.360Z,36.823,141.824,28.4,6.1,mb,near the east coast of Honshu Japan
2011-03-11T07:29:01.830Z,39.031,142.349,45.4,6.3,mb,near the east coast of Honshu Japan
2011-03-11T07:30:18.450Z,37.442,141.195,49.2,6,mb,near the east coast of Honshu Japan
2011-03-11T08:12:07.260Z,36.569,141.486,39.6,6.2,mb,near the east coast of Honshu Japan
2011-03-11T08:15:41.850Z,37.047,144.541,41,6.1,mb,off the east coast of Honshu Japan
2011-03-11T08:19:24.380Z,36.166,141.562,6.8,6.5,mb,near the east coast of Honshu Japan
2011-03-11T08:26:36.930Z,37.367,143.017,17,6.1,mb,off the east coast of Honshu Japan
2011-03-11T08:27:51.600Z,38.017,142.657,42.8,6,mb,near the east coast of Honshu Japan
2011-03-11T08:31:09.260Z,37.469,141.176,37.3,6,mb,near the east coast of Honshu Japan
2011-03-11T08:33:00.780Z,39.14,142.967,27.6,6,mb,near the east coast of Honshu Japan
2011-03-11T10:10:34.220Z,39.185,142.76,26.5,6,mb,near the east coast of Honshu Japan
2011-03-11T11:36:40.920Z,39.241,142.463,25.7,6.6,ms,near the east coast of Honshu Japan
2011-03-11T15:13:14.680Z,35.994,141.808,21,6.3,mwb,near the east coast of Honshu Japan
2011-03-11T15:20:08.190Z,36.398,141.864,52.8,6,mb,near the east coast of Honshu Japan
2011-03-11T18:59:16.540Z,37.014,138.376,9.3,6.2,mwb,near the west coast of Honshu Japan
2011-03-11T19:02:59.170Z,39.342,142.872,27.1,6,mwb,near the east coast of Honshu Japan
2011-03-11T19:46:50.880Z,40.483,139.055,10,6.2,mwc,near the west coast of Honshu Japan
2011-03-11T20:11:24.060Z,39.005,142.633,17.4,6.1,mwc,near the east coast of Honshu Japan
2011-03-12T01:47:15.400Z,37.594,142.648,20,6.5,mww,off the east coast of Honshu Japan
2011-03-12T13:15:41.650Z,37.249,141.159,38,6.1,mww,near the east coast of Honshu Japan
2011-03-12T23:24:48.780Z,38.047,141.72,15,6.1,mwb,near the east coast of Honshu Japan
2011-03-13T01:26:04.250Z,35.723,141.637,8,6.1,mww,near the east coast of Honshu Japan
2011-03-14T06:12:36.060Z,37.785,142.456,14,6,mww,off the east coast of Honshu Japan
2011-03-15T13:27:56.630Z,37.576,142.237,28,6,mww,off the east coast of Honshu Japan
2011-03-15T13:31:46.320Z,35.272,138.582,9,6,mww,eastern Honshu Japan
2011-03-15T15:23:53.850Z,40.335,143.288,18,6.1,mwc,off the east coast of Honshu Japan
2011-03-17T02:48:00.030Z,-17.275,167.826,17,6.2,mww,Vanuatu
2011-03-17T04:13:56.780Z,40.136,142.168,29,6.2,mww,near the east coast of Honshu Japan
2011-03-20T08:26:09.580Z,18.994,121.246,27,6,mww,Luzon Philippines
2011-03-22T07:18:45.380Z,37.244,144.003,11,6.4,mww,off the east coast of Honshu Japan
2011-03-22T09:19:06.230Z,37.325,141.791,31,6.1,mww,near the east coast of Honshu Japan
2011-03-22T09:44:29.330Z,39.851,143.437,13,6.4,mww,off the east coast of Honshu Japan
2011-03-24T13:55:12.010Z,20.687,99.822,8,6.9,mww,Myanmar
2011-03-25T11:36:24.490Z,38.772,141.88,39,6.2,mww,near the east coast of Honshu Japan
2011-03-26T22:49:40.820Z,-15.848,-179.405,6,6,mww,Fiji region
2011-03-26T22:49:41.470Z,-15.851,-179.406,10,6,mww,Fiji region
2011-03-27T22:23:58.800Z,38.415,142.011,19,6.2,mww,near the east coast of Honshu Japan
2011-03-29T10:54:33.200Z,37.401,142.29,15,6.1,mww,off the east coast of Honshu Japan
2011-03-31T00:11:58.300Z,-16.541,-177.517,15.5,6.3,mww,Fiji region
2011-03-31T07:15:30.190Z,38.922,141.821,42,6,mww,near the east coast of Honshu Japan
2011-04-01T13:29:10.690Z,35.662,26.56,59.9,6,mww,Crete Greece
2011-04-03T14:07:09.330Z,-17.642,-178.585,551.7,6.4,mww,Fiji region
2011-04-03T20:06:40.390Z,-9.848,107.693,14,6.7,mww,south of Java Indonesia
2011-04-06T14:01:43.340Z,1.615,97.097,25.3,6,mww,Nias region Indonesia
2011-04-07T13:11:22.400Z,17.208,-94.338,166.2,6.6,mww,Veracruz Mexico
2011-04-07T14:32:43.290Z,38.276,141.588,42,7.1,mww,near the east coast of Honshu Japan
2011-04-11T08:16:12.730Z,37.001,140.401,11,6.6,mww,eastern Honshu Japan
2011-04-11T23:08:16.870Z,35.417,140.575,15,6.2,mww,near the east coast of Honshu Japan
2011-04-13T19:57:25.420Z,39.583,143.34,22,6,mww,off the east coast of Honshu Japan
2011-04-18T13:03:02.730Z,-34.336,179.874,86,6.6,mww,south of the Kermadec Islands
2011-04-21T13:37:03.340Z,35.579,140.305,43,6.2,mww,near the east coast of Honshu Japan
2011-04-23T04:16:54.720Z,-10.375,161.2,79,6.8,mww,Solomon Islands
2011-04-24T23:07:51.490Z,-4.586,122.771,8,6.1,mww,Sulawesi Indonesia
2011-04-30T08:19:16.070Z,6.851,-82.333,8,6.1,mww,south of Panama
2011-05-05T14:58:18.680Z,38.17,144.032,11,6,mww,off the east coast of Honshu Japan
2011-05-10T08:55:08.930Z,-20.244,168.226,11,6.8,mww,Loyalty Islands New Caledonia
2011-05-13T23:35:52.860Z,37.396,141.341,35,6.1,mww,near the east coast of Honshu Japan
2011-05-15T13:08:13.060Z,0.569,-25.647,10,6.1,mww,central Mid-Atlantic Ridge
2011-05-15T18:37:10.370Z,-6.104,154.414,40,6.4,mww,Bougainville region Papua New Guinea
2011-06-01T12:55:22.380Z,-37.578,-73.691,21,6.3,mww,offshore Bio-Bio Chile
2011-06-03T00:05:00.830Z,37.285,143.907,14,6.1,mww,off the east coast of Honshu Japan
2011-06-05T11:51:12.010Z,-55.843,146.62,3,6.4,mww,west of Macquarie Island
2011-06-13T14:31:22.990Z,2.515,126.457,61.1,6.3,mww,Molucca Sea
2011-06-16T00:03:35.790Z,-5.928,151.04,16,6.4,mww,New Britain region Papua New Guinea
2011-06-20T16:36:01.160Z,-21.701,-68.228,128,6.4,mww,Antofagasta Chile
2011-06-21T02:04:15.940Z,-11.479,165.551,14,6,mww,Santa Cruz Islands
2011-06-22T21:50:52.350Z,39.955,142.205,33,6.7,mww,near the east coast of Honshu Japan
2011-06-24T03:09:39.470Z,52.05,-171.836,52,7.3,mww,Fox Islands Aleutian Islands Alaska
2011-06-26T12:16:38.600Z,-2.384,136.631,17,6.3,mww,near the north coast of Papua Indonesia
2011-07-06T19:03:18.260Z,-29.539,-176.34,17,7.6,mww,Kermadec Islands region
2011-07-09T15:02:27.240Z,-29.337,-177.051,14,6,mww,Kermadec Islands New Zealand
2011-07-09T19:35:18.750Z,-29.436,-177.007,15.2,6,mww,Kermadec Islands New Zealand
2011-07-10T00:57:10.800Z,38.034,143.264,23,7,mww,off the east coast of Honshu Japan
2011-07-11T20:47:04.300Z,9.509,122.175,19,6.4,mww,Negros Philippines
2011-07-15T13:26:02.950Z,-60.762,-23.523,10,6.1,mww,South Sandwich Islands region
2011-07-16T00:26:12.640Z,-33.819,-71.832,20,6,mww,offshore Valparaiso Chile
2011-07-16T19:59:12.890Z,54.787,-161.29,36,6.1,mww,Alaska Peninsula
2011-07-19T19:35:43.480Z,40.081,71.41,20,6.1,mww,Kyrgyzstan
2011-07-20T22:04:59.320Z,-10.34,162.01,21,6,mww,Solomon Islands
2011-07-21T23:01:42.510Z,-62.496,164.452,10,6,mww,Balleny Islands region
2011-07-23T04:34:24.180Z,38.898,141.815,41,6.3,mww,near the east coast of Honshu Japan
2011-07-24T18:51:24.520Z,37.727,141.394,35,6.3,mww,near the east coast of Honshu Japan
2011-07-25T00:50:47.590Z,-3.182,150.611,10,6.3,mww,New Ireland region Papua New Guinea
2011-07-26T17:44:20.380Z,25.101,-109.525,12,6,mww,Gulf of California
2011-07-29T07:42:22.630Z,-23.784,179.76,523,6.7,mww,south of the Fiji Islands
2011-07-30T18:53:49.680Z,36.943,140.959,30,6.3,mww,near the east coast of Honshu Japan
2011-07-31T14:34:47.320Z,-17.016,171.579,10,6.1,mww,Vanuatu region
2011-07-31T23:38:56.610Z,-3.518,144.828,10,6.6,mww,near the north coast of New Guinea Papua New Guinea
2011-08-04T13:51:34.560Z,48.833,154.769,36,6.1,mww,Kuril Islands
2011-08-10T23:45:43.040Z,-7.04,-12.618,10,6,mww,Ascension Island region
2011-08-16T11:03:57.700Z,-2.331,128.002,35,6.1,mww,Ceram Sea Indonesia
2011-08-17T11:44:08.370Z,36.765,143.77,9,6.1,mww,off the east coast of Honshu Japan
2011-08-19T03:54:26.780Z,-16.522,-177.004,407.9,6.2,mww,Fiji region
2011-08-19T05:36:33.040Z,37.671,141.652,47,6.2,mww,near the east coast of Honshu Japan
2011-08-20T16:55:02.810Z,-18.365,168.143,32,7.2,mww,Vanuatu
2011-08-20T17:13:06.380Z,-18.308,168.156,35,6.5,mwc,Vanuatu
2011-08-20T18:19:23.550Z,-18.311,168.218,28,7.1,mww,Vanuatu
2011-08-22T20:12:20.950Z,-6.282,104.054,29,6.1,mww,Sunda Strait Indonesia
2011-08-24T17:46:11.650Z,-7.641,-74.525,147,7,mww,northern Peru
2011-08-24T23:06:17.090Z,-18.155,167.727,13,6.2,mww,Vanuatu
2011-08-30T06:57:41.610Z,-6.362,126.752,469.8,6.9,mww,Banda Sea
2011-09-01T06:14:38.650Z,-12.357,166.657,39,6,mww,Santa Cruz Islands
2011-09-02T10:55:53.590Z,52.171,-171.708,32,6.9,mww,Fox Islands Aleutian Islands Alaska
2011-09-02T13:47:09.620Z,-28.398,-63.029,578.9,6.7,mww,Santiago Del Estero Argentina
2011-09-03T04:48:57.310Z,-56.451,-26.847,84,6.4,mww,South Sandwich Islands region
